This log file has 2520 entries
 Make      Color    Plate    YYYY MM DD hr min sec
 Nissan    Silver   BCNU-871 2021  2 24 14 19 20
 Fiat      Red      CRXD-914 2021  2 24 14 19 40
 Nissan    White    BRDX-313 2021  2 24 14 20  0
 Mitsub    beige    CFGC-507 2021  2 24 14 20 20
 Dodge     White    BFRN-802 2021  2 24 14 20 40
 Hyundai   Blue     CJWW-876 2021  2 24 14 21  0
 Toyota    Green    BNFB-129 2021  2 24 14 21 20
 L Rover   beige    ARJH-193 2021  2 24 14 21 40
 Fiat      Red      CCDU-448 2021  2 24 14 22  0
 GM        Gray     AULD-879 2021  2 24 14 22 20
 L Rover   Silver   AXNC-318 2021  2 24 14 22 40
 Dodge     beige    BXZF-555 2021  2 24 14 23  0
 L Rover   Green    CRGG-812 2021  2 24 14 23 20
 Honda     Black    BHLR-846 2021  2 24 14 23 40
 BMW       Silver   CEJA-229 2021  2 24 14 24  0
 Ford      Blue     AGFB-948 2021  2 24 14 24 20
 BMW       Silver   ANCJ-853 2021  2 24 14 24 40
 Dodge     White    BNMA-631 2021  2 24 14 25  0
 VW        Red      BTDX-401 2021  2 24 14 25 20
 VW        Green    CUJH-990 2021  2 24 14 25 40
 Mitsub    Black    BJKD-553 2021  2 24 14 26  0
 Subaru    Red      AELL-781 2021  2 24 14 26 20
 Mazda     Silver   CKFC-587 2021  2 24 14 26 40
 Jaguar    Gray     CRDG-254 2021  2 24 14 27  0
 Jaguar    Red      CFBM-186 2021  2 24 14 27 20
 Hyundai   Gray     ADNJ-549 2021  2 24 14 27 40
 Dodge     Gray     BFUG-973 2021  2 24 14 28  0
 Hyundai   Black    BLWH-971 2021  2 24 14 28 20
 Mitsub    Green    BRKR-916 2021  2 24 14 28 40
 GM        Green    CDEL-229 2021  2 24 14 29  0
 Ford      White    ACDF-417 2021  2 24 14 29 20
 BMW       beige    CCUX-423 2021  2 24 14 29 40
 Jaguar    Black    CELB-868 2021  2 24 14 30  0
 Mazda     Silver   CAAR-932 2021  2 24 14 30 20
 Mitsub    Blue     BFNB-401 2021  2 24 14 30 40
 BMW       Green    BGZJ-952 2021  2 24 14 31  0
 Nissan    Black    BUDE-256 2021  2 24 14 31 20
 Subaru    Blue     CXNN-479 2021  2 24 14 31 40
 M Benz    Blue     BUNZ-368 2021  2 24 14 32  0
 Nissan    Red      CZUD-146 2021  2 24 14 32 20
 Toyota    Green    AUHB-662 2021  2 24 14 32 40
 Toyota    Gray     ALWJ-624 2021  2 24 14 33  0
 Dodge     beige    CUNE-917 2021  2 24 14 33 20
 Subaru    Red      BALW-308 2021  2 24 14 33 40
 Hyundai   Red      BAJW-800 2021  2 24 14 34  0
 L Rover   Blue     BRNK-621 2021  2 24 14 34 20
 M Benz    Red      ARHH-649 2021  2 24 14 34 40
 GM        White    BTGD-630 2021  2 24 14 35  0
 Jaguar    beige    BUDD-197 2021  2 24 14 35 20
 BMW       Green    BCEW-169 2021  2 24 14 35 40
 M Benz    Black    BNER-604 2021  2 24 14 36  0
 GM        Red      BKZZ-790 2021  2 24 14 36 20
 M Benz    Gray     CMWL-915 2021  2 24 14 36 40
 Toyota    Blue     ATEA-361 2021  2 24 14 37  0
 Subaru    Silver   ALBB-399 2021  2 24 14 37 20
 Ford      Silver   BELE-352 2021  2 24 14 37 40
 Volvo     White    ALRN-691 2021  2 24 14 38  0
 Dodge     Silver   BMGU-215 2021  2 24 14 38 20
 Honda     Blue     CGUC-420 2021  2 24 14 38 40
 Mazda     Silver   BBHZ-829 2021  2 24 14 39  0
 Subaru    Black    BMZR-525 2021  2 24 14 39 20
 Honda     White    CDEM-550 2021  2 24 14 39 40
 Mitsub    Silver   AXHA-526 2021  2 24 14 40  0
 Toyota    Green    BKEZ-240 2021  2 24 14 40 20
 Nissan    Black    CFMF-923 2021  2 24 14 40 40
 M Benz    Silver   CCCN-346 2021  2 24 14 41  0
 L Rover   Green    AXJG-992 2021  2 24 14 41 20
 Honda     beige    CGZX-552 2021  2 24 14 41 40
 Jaguar    Black    BXBH-760 2021  2 24 14 42  0
 M Benz    Green    BNMR-708 2021  2 24 14 42 20
 Toyota    Blue     BGBG-219 2021  2 24 14 42 40
 Nissan    Gray     CWWC-878 2021  2 24 14 43  0
 Toyota    beige    CBRK-436 2021  2 24 14 43 20
 VW        Silver   BNAK-583 2021  2 24 14 43 40
 Honda     Silver   ALAN-590 2021  2 24 14 44  0
 Subaru    Silver   ACUZ-364 2021  2 24 14 44 20
 L Rover   beige    CFBM-232 2021  2 24 14 44 40
 Volvo     Black    CDXC-149 2021  2 24 14 45  0
 Honda     Gray     ANGK-586 2021  2 24 14 45 20
 Dodge     Black    BHWG-874 2021  2 24 14 45 40
 Volvo     White    CBCX-621 2021  2 24 14 46  0
 GM        Black    BGCK-496 2021  2 24 14 46 20
 M Benz    Black    ABFD-482 2021  2 24 14 46 40
 M Benz    Blue     AMCC-485 2021  2 24 14 47  0
 M Benz    Silver   CWXE-666 2021  2 24 14 47 20
 Jaguar    White    ATGB-918 2021  2 24 14 47 40
 Toyota    Blue     CGML-987 2021  2 24 14 48  0
 L Rover   Gray     BARE-472 2021  2 24 14 48 20
 GM        Gray     BFFF-741 2021  2 24 14 48 40
 Toyota    White    AFFK-615 2021  2 24 14 49  0
 Mitsub    Blue     CDRR-256 2021  2 24 14 49 20
 GM        Gray     CFEX-662 2021  2 24 14 49 40
 Ford      Red      ABDE-680 2021  2 24 14 50  0
 Mazda     White    BFLN-702 2021  2 24 14 50 20
 VW        Red      CTUH-425 2021  2 24 14 50 40
 M Benz    Gray     BAJF-409 2021  2 24 14 51  0
 VW        Green    BZLW-836 2021  2 24 14 51 20
 Mitsub    Gray     ATZN-868 2021  2 24 14 51 40
 L Rover   Blue     AHLA-408 2021  2 24 14 52  0
 BMW       beige    AFUM-461 2021  2 24 14 52 20
 Subaru    White    AENM-486 2021  2 24 14 52 40
 VW        beige    BGUW-931 2021  2 24 14 53  0
 BMW       White    AHNC-169 2021  2 24 14 53 20
 Subaru    beige    BZLF-705 2021  2 24 14 53 40
 BMW       White    AARD-707 2021  2 24 14 54  0
 Mitsub    White    CTBD-188 2021  2 24 14 54 20
 Mazda     Blue     AMJT-284 2021  2 24 14 54 40
 VW        Blue     CGDL-540 2021  2 24 14 55  0
 Volvo     Red      BUBD-133 2021  2 24 14 55 20
 Nissan    Gray     AFGD-722 2021  2 24 14 55 40
 Toyota    beige    CANT-687 2021  2 24 14 56  0
 BMW       beige    CBJB-441 2021  2 24 14 56 20
 Volvo     White    BZXK-153 2021  2 24 14 56 40
 VW        beige    BMWM-178 2021  2 24 14 57  0
 Ford      Green    CMMT-330 2021  2 24 14 57 20
 Nissan    Silver   CHCH-921 2021  2 24 14 57 40
 L Rover   White    ABBL-430 2021  2 24 14 58  0
 Nissan    Silver   BGAX-280 2021  2 24 14 58 20
 Hyundai   Black    AWWE-824 2021  2 24 14 58 40
 Mazda     Green    CWUH-286 2021  2 24 14 59  0
 Jaguar    Silver   ADCE-611 2021  2 24 14 59 20
 Mazda     beige    ACDJ-374 2021  2 24 14 59 40
 BMW       beige    AMEG-701 2021  2 24 15  0  0
 VW        White    CUBX-605 2021  2 24 15  0 20
 VW        Red      BZNL-797 2021  2 24 15  0 40
 L Rover   Green    BBXB-776 2021  2 24 15  1  0
 Honda     White    AAGR-912 2021  2 24 15  1 20
 Nissan    Black    BGFF-974 2021  2 24 15  1 40
 Toyota    Black    CALN-940 2021  2 24 15  2  0
 Jaguar    White    ACDL-615 2021  2 24 15  2 20
 Hyundai   Green    CLJM-985 2021  2 24 15  2 40
 M Benz    beige    AWTE-689 2021  2 24 15  3  0
 BMW       Gray     ACRG-713 2021  2 24 15  3 20
 VW        Green    AELA-527 2021  2 24 15  3 40
 Subaru    Black    BKBK-839 2021  2 24 15  4  0
 L Rover   Blue     CZXH-681 2021  2 24 15  4 20
 Fiat      Black    CUNL-964 2021  2 24 15  4 40
 Mitsub    Black    BFCG-439 2021  2 24 15  5  0
 L Rover   Gray     AAUE-430 2021  2 24 15  5 20
 Volvo     White    CKJG-159 2021  2 24 15  5 40
 Volvo     Black    BWAK-782 2021  2 24 15  6  0
 Fiat      beige    CWRB-885 2021  2 24 15  6 20
 Subaru    Black    BHBL-502 2021  2 24 15  6 40
 Toyota    Gray     BZRW-934 2021  2 24 15  7  0
 VW        beige    AUAC-939 2021  2 24 15  7 20
 VW        Silver   CNHW-607 2021  2 24 15  7 40
 GM        Green    CZZM-124 2021  2 24 15  8  0
 Dodge     Red      ARNX-594 2021  2 24 15  8 20
 Toyota    Blue     AADW-209 2021  2 24 15  8 40
 M Benz    Silver   ALHT-179 2021  2 24 15  9  0
 Mazda     Red      AZMF-730 2021  2 24 15  9 20
 Toyota    beige    BRAU-461 2021  2 24 15  9 40
 Mazda     Red      CWMH-606 2021  2 24 15 10  0
 L Rover   Green    BENA-453 2021  2 24 15 10 20
 Mazda     Green    BGZA-353 2021  2 24 15 10 40
 Hyundai   Green    AHUT-693 2021  2 24 15 11  0
 Dodge     Blue     AWBR-620 2021  2 24 15 11 20
 Subaru    Silver   CDGT-204 2021  2 24 15 11 40
 Toyota    Green    BNMT-523 2021  2 24 15 12  0
 Toyota    Red      CNHX-580 2021  2 24 15 12 20
 Nissan    Gray     CWJB-231 2021  2 24 15 12 40
 Ford      Red      CHCF-744 2021  2 24 15 13  0
 L Rover   Red      BANN-749 2021  2 24 15 13 20
 BMW       beige    ANTF-838 2021  2 24 15 13 40
 L Rover   Red      CHFE-413 2021  2 24 15 14  0
 Honda     White    CXZZ-534 2021  2 24 15 14 20
 Hyundai   Gray     AXRF-496 2021  2 24 15 14 40
 M Benz    Silver   AJXB-441 2021  2 24 15 15  0
 Mitsub    White    CWNZ-642 2021  2 24 15 15 20
 BMW       Silver   ADLT-886 2021  2 24 15 15 40
 L Rover   Green    CLBW-253 2021  2 24 15 16  0
 Jaguar    Red      BWCW-877 2021  2 24 15 16 20
 Mitsub    Red      CHJE-819 2021  2 24 15 16 40
 VW        Red      ABBD-504 2021  2 24 15 17  0
 Mitsub    Black    CGUE-656 2021  2 24 15 17 20
 Toyota    beige    BREU-625 2021  2 24 15 17 40
 Jaguar    Gray     CWGR-522 2021  2 24 15 18  0
 Mazda     Blue     BBKK-571 2021  2 24 15 18 20
 L Rover   Blue     BRNK-196 2021  2 24 15 18 40
 Honda     White    BFHK-362 2021  2 24 15 19  0
 Fiat      Green    ACKX-428 2021  2 24 15 19 20
 L Rover   White    ACML-648 2021  2 24 15 19 40
 Subaru    Green    CBXE-830 2021  2 24 15 20  0
 Fiat      beige    BWHW-922 2021  2 24 15 20 20
 Ford      White    AABR-385 2021  2 24 15 20 40
 Mazda     beige    BGMA-189 2021  2 24 15 21  0
 GM        Blue     CGXX-406 2021  2 24 15 21 20
 Toyota    Silver   CBTF-225 2021  2 24 15 21 40
 L Rover   Black    AREC-316 2021  2 24 15 22  0
 Dodge     Blue     CTWA-322 2021  2 24 15 22 20
 Toyota    Gray     AWBN-331 2021  2 24 15 22 40
 BMW       Silver   CTCD-398 2021  2 24 15 23  0
 Nissan    Green    BDME-249 2021  2 24 15 23 20
 Mitsub    Red      BDBF-291 2021  2 24 15 23 40
 Subaru    Blue     BNHL-235 2021  2 24 15 24  0
 Nissan    Green    BTCR-164 2021  2 24 15 24 20
 Honda     Black    BRRU-631 2021  2 24 15 24 40
 Mazda     Blue     AWJH-555 2021  2 24 15 25  0
 Ford      Silver   CHEN-938 2021  2 24 15 25 20
 Dodge     Black    BKXH-679 2021  2 24 15 25 40
 Ford      Red      CWKE-935 2021  2 24 15 26  0
 M Benz    beige    BWAJ-483 2021  2 24 15 26 20
 Fiat      Black    CEHN-382 2021  2 24 15 26 40
 VW        Silver   CBFU-239 2021  2 24 15 27  0
 Hyundai   Red      ANRR-702 2021  2 24 15 27 20
 Toyota    Silver   CNDF-390 2021  2 24 15 27 40
 Subaru    White    CUGU-792 2021  2 24 15 28  0
 Nissan    Gray     CTGA-521 2021  2 24 15 28 20
 VW        Blue     AUTR-840 2021  2 24 15 28 40
 BMW       Blue     CXCZ-668 2021  2 24 15 29  0
 Mitsub    beige    AJFE-961 2021  2 24 15 29 20
 M Benz    Black    CZBX-883 2021  2 24 15 29 40
 Hyundai   Green    CJJB-558 2021  2 24 15 30  0
 Mitsub    White    ATZG-497 2021  2 24 15 30 20
 Ford      Gray     CKGK-741 2021  2 24 15 30 40
 GM        Blue     BCZD-890 2021  2 24 15 31  0
 Ford      Red      CMAF-334 2021  2 24 15 31 20
 BMW       Blue     BDZA-689 2021  2 24 15 31 40
 Honda     Blue     ABFX-712 2021  2 24 15 32  0
 Hyundai   White    BGDC-631 2021  2 24 15 32 20
 Fiat      Gray     AMKT-842 2021  2 24 15 32 40
 BMW       Silver   AZXC-703 2021  2 24 15 33  0
 BMW       Red      BFBB-973 2021  2 24 15 33 20
 Nissan    Blue     BLWU-753 2021  2 24 15 33 40
 Nissan    Red      CTBA-868 2021  2 24 15 34  0
 VW        Black    BENX-449 2021  2 24 15 34 20
 L Rover   beige    CLUK-278 2021  2 24 15 34 40
 GM        Red      BMMN-228 2021  2 24 15 35  0
 GM        White    BLDT-662 2021  2 24 15 35 20
 GM        Green    CNRM-978 2021  2 24 15 35 40
 Honda     Blue     BZEL-629 2021  2 24 15 36  0
 M Benz    beige    ADEK-701 2021  2 24 15 36 20
 VW        White    BJTE-771 2021  2 24 15 36 40
 BMW       Silver   BHUA-895 2021  2 24 15 37  0
 Mazda     beige    CMKE-737 2021  2 24 15 37 20
 Honda     Blue     AWZH-283 2021  2 24 15 37 40
 Fiat      Red      AXHN-483 2021  2 24 15 38  0
 Toyota    Red      CXDN-196 2021  2 24 15 38 20
 L Rover   Gray     AMGN-569 2021  2 24 15 38 40
 Volvo     Green    AKUJ-251 2021  2 24 15 39  0
 M Benz    Gray     BHCZ-965 2021  2 24 15 39 20
 Hyundai   Silver   AWWL-392 2021  2 24 15 39 40
 GM        Black    CCMR-786 2021  2 24 15 40  0
 Dodge     Silver   AMRW-181 2021  2 24 15 40 20
 Mazda     Black    BHJH-610 2021  2 24 15 40 40
 VW        Red      CNUF-821 2021  2 24 15 41  0
 Mazda     White    CRBK-801 2021  2 24 15 41 20
 Toyota    Blue     CHAN-521 2021  2 24 15 41 40
 Ford      Gray     ADNG-231 2021  2 24 15 42  0
 BMW       Green    BKWA-625 2021  2 24 15 42 20
 Toyota    Blue     BDKM-761 2021  2 24 15 42 40
 Hyundai   Black    CDNK-528 2021  2 24 15 43  0
 BMW       Gray     CCUU-349 2021  2 24 15 43 20
 Jaguar    Red      CNEF-357 2021  2 24 15 43 40
 Fiat      White    BZZM-748 2021  2 24 15 44  0
 Toyota    Red      BWMU-176 2021  2 24 15 44 20
 BMW       Blue     CGMK-849 2021  2 24 15 44 40
 Fiat      Blue     ARRB-465 2021  2 24 15 45  0
 Fiat      Blue     AEFU-505 2021  2 24 15 45 20
 Fiat      Gray     BMJB-509 2021  2 24 15 45 40
 Toyota    Black    ADLX-142 2021  2 24 15 46  0
 Nissan    Silver   BHTC-706 2021  2 24 15 46 20
 Toyota    Blue     BRTM-331 2021  2 24 15 46 40
 Ford      Silver   BAAM-386 2021  2 24 15 47  0
 Toyota    Silver   BRMR-918 2021  2 24 15 47 20
 Fiat      Blue     ANXC-945 2021  2 24 15 47 40
 Hyundai   Silver   ABWM-622 2021  2 24 15 48  0
 Jaguar    Red      ADXD-227 2021  2 24 15 48 20
 Fiat      Black    BGCC-540 2021  2 24 15 48 40
 GM        Red      AKFT-117 2021  2 24 15 49  0
 Honda     Black    AZTG-592 2021  2 24 15 49 20
 Volvo     Red      CNTT-224 2021  2 24 15 49 40
 VW        Green    BDLE-459 2021  2 24 15 50  0
 BMW       beige    AFNK-891 2021  2 24 15 50 20
 Mazda     Blue     AMHH-811 2021  2 24 15 50 40
 Volvo     Green    AGFH-315 2021  2 24 15 51  0
 Subaru    Silver   ACNF-173 2021  2 24 15 51 20
 Ford      Gray     AGEB-335 2021  2 24 15 51 40
 VW        White    CRWU-128 2021  2 24 15 52  0
 Nissan    Green    CEKB-858 2021  2 24 15 52 20
 Toyota    Green    CBAM-972 2021  2 24 15 52 40
 L Rover   Gray     ACHF-870 2021  2 24 15 53  0
 Toyota    beige    BEEF-309 2021  2 24 15 53 20
 M Benz    Green    CWUB-255 2021  2 24 15 53 40
 Nissan    Gray     ALAC-647 2021  2 24 15 54  0
 Hyundai   Red      CMMA-311 2021  2 24 15 54 20
 Fiat      Red      BRKU-294 2021  2 24 15 54 40
 Nissan    beige    AFBN-938 2021  2 24 15 55  0
 Toyota    Green    BZNU-892 2021  2 24 15 55 20
 Mazda     Black    BFBC-400 2021  2 24 15 55 40
 M Benz    Red      BNLW-183 2021  2 24 15 56  0
 Toyota    White    AKMF-429 2021  2 24 15 56 20
 Ford      Gray     CWCC-779 2021  2 24 15 56 40
 Ford      Silver   BTTL-884 2021  2 24 15 57  0
 Hyundai   Black    ALHN-597 2021  2 24 15 57 20
 VW        beige    AFCG-442 2021  2 24 15 57 40
 Mitsub    White    CXFB-410 2021  2 24 15 58  0
 Toyota    Blue     AFCA-913 2021  2 24 15 58 20
 Toyota    beige    AZRR-463 2021  2 24 15 58 40
 L Rover   White    AJHX-461 2021  2 24 15 59  0
 Fiat      Silver   BREF-825 2021  2 24 15 59 20
 Ford      White    BZND-239 2021  2 24 15 59 40
 Toyota    beige    BNGD-922 2021  2 24 16  0  0
 Volvo     White    AXNE-245 2021  2 24 16  0 20
 Honda     Blue     BKEN-512 2021  2 24 16  0 40
 Ford      Black    CGRC-554 2021  2 24 16  1  0
 Honda     Silver   CXME-628 2021  2 24 16  1 20
 Ford      beige    CMWU-643 2021  2 24 16  1 40
 VW        beige    BRUH-333 2021  2 24 16  2  0
 Toyota    beige    AHAT-506 2021  2 24 16  2 20
 Dodge     beige    CJCF-585 2021  2 24 16  2 40
 Volvo     Gray     AKRR-828 2021  2 24 16  3  0
 GM        Blue     AJKR-579 2021  2 24 16  3 20
 BMW       Blue     AUDK-758 2021  2 24 16  3 40
 Jaguar    Red      AKLF-883 2021  2 24 16  4  0
 GM        Green    CWXR-185 2021  2 24 16  4 20
 L Rover   Green    CREC-785 2021  2 24 16  4 40
 Ford      Blue     CJWT-346 2021  2 24 16  5  0
 GM        Gray     CETF-571 2021  2 24 16  5 20
 Honda     beige    BGFJ-842 2021  2 24 16  5 40
 Subaru    Silver   BBDL-952 2021  2 24 16  6  0
 Mitsub    Red      BLAF-693 2021  2 24 16  6 20
 Hyundai   Red      CTBT-125 2021  2 24 16  6 40
 Ford      White    BUBB-554 2021  2 24 16  7  0
 Mazda     beige    ALBB-946 2021  2 24 16  7 20
 BMW       White    CRFX-471 2021  2 24 16  7 40
 Volvo     Green    BMAF-419 2021  2 24 16  8  0
 L Rover   Green    ALXF-580 2021  2 24 16  8 20
 Honda     Black    ATFX-116 2021  2 24 16  8 40
 Ford      beige    ALGU-576 2021  2 24 16  9  0
 Hyundai   Silver   ALMW-781 2021  2 24 16  9 20
 Dodge     White    BCJC-366 2021  2 24 16  9 40
 Subaru    beige    BTXX-386 2021  2 24 16 10  0
 GM        Gray     BDWZ-399 2021  2 24 16 10 20
 Toyota    Red      CMAF-218 2021  2 24 16 10 40
 M Benz    Gray     BLFU-251 2021  2 24 16 11  0
 Mazda     White    BKZK-451 2021  2 24 16 11 20
 VW        Blue     CEDJ-316 2021  2 24 16 11 40
 Fiat      Black    CUBC-339 2021  2 24 16 12  0
 Ford      Silver   BFJC-801 2021  2 24 16 12 20
 Dodge     Black    CAUF-208 2021  2 24 16 12 40
 Mitsub    Red      ATWU-375 2021  2 24 16 13  0
 Jaguar    Green    ANBB-569 2021  2 24 16 13 20
 Honda     White    CMXE-862 2021  2 24 16 13 40
 Jaguar    Green    ATCZ-554 2021  2 24 16 14  0
 Volvo     Blue     AUEB-163 2021  2 24 16 14 20
 Dodge     Silver   CUHL-775 2021  2 24 16 14 40
 Hyundai   Gray     BWFR-229 2021  2 24 16 15  0
 Jaguar    Red      ARWX-884 2021  2 24 16 15 20
 Fiat      Red      CMNF-591 2021  2 24 16 15 40
 GM        Black    CLZA-580 2021  2 24 16 16  0
 Hyundai   Blue     ADFH-674 2021  2 24 16 16 20
 L Rover   Gray     CENA-514 2021  2 24 16 16 40
 Fiat      beige    BTNR-432 2021  2 24 16 17  0
 Fiat      Gray     ALRX-141 2021  2 24 16 17 20
 VW        beige    AFEA-287 2021  2 24 16 17 40
 Toyota    White    CKMR-996 2021  2 24 16 18  0
 GM        Red      CEBX-910 2021  2 24 16 18 20
 GM        Silver   BRAU-814 2021  2 24 16 18 40
 Hyundai   Red      ACRD-277 2021  2 24 16 19  0
 Toyota    beige    BFNG-953 2021  2 24 16 19 20
 Volvo     Gray     CAAL-766 2021  2 24 16 19 40
 GM        Red      ALXW-381 2021  2 24 16 20  0
 Nissan    White    ANLB-450 2021  2 24 16 20 20
 Dodge     beige    BAJE-832 2021  2 24 16 20 40
 Hyundai   Blue     AXHD-124 2021  2 24 16 21  0
 Volvo     Black    BAFF-881 2021  2 24 16 21 20
 BMW       Black    AZXT-849 2021  2 24 16 21 40
 Toyota    Silver   BNDH-927 2021  2 24 16 22  0
 GM        Black    AJDE-481 2021  2 24 16 22 20
 Toyota    Green    BEZH-430 2021  2 24 16 22 40
 Toyota    Silver   CHAT-490 2021  2 24 16 23  0
 Mitsub    White    BAXH-882 2021  2 24 16 23 20
 Fiat      Gray     CWCZ-479 2021  2 24 16 23 40
 BMW       beige    ATMD-445 2021  2 24 16 24  0
 GM        Silver   BXER-525 2021  2 24 16 24 20
 Mazda     beige    ACHE-563 2021  2 24 16 24 40
 Nissan    Gray     CZKL-991 2021  2 24 16 25  0
 Mazda     Red      AFRL-240 2021  2 24 16 25 20
 Nissan    Black    CNFC-967 2021  2 24 16 25 40
 Volvo     Silver   ABNX-247 2021  2 24 16 26  0
 Nissan    Green    CKHT-514 2021  2 24 16 26 20
 Subaru    Green    ARAN-292 2021  2 24 16 26 40
 VW        Gray     CHRF-459 2021  2 24 16 27  0
 Mitsub    Black    BCCR-349 2021  2 24 16 27 20
 Volvo     Green    CENG-521 2021  2 24 16 27 40
 Hyundai   Gray     ATTL-301 2021  2 24 16 28  0
 Fiat      Blue     CBTW-849 2021  2 24 16 28 20
 VW        Blue     CKAZ-602 2021  2 24 16 28 40
 Subaru    Silver   ATAR-649 2021  2 24 16 29  0
 Volvo     White    ARGT-227 2021  2 24 16 29 20
 Dodge     Blue     BWUG-690 2021  2 24 16 29 40
 Dodge     Green    BZBG-294 2021  2 24 16 30  0
 Ford      Red      CLRK-630 2021  2 24 16 30 20
 Ford      Silver   BRZR-643 2021  2 24 16 30 40
 L Rover   Black    BEDX-799 2021  2 24 16 31  0
 GM        Green    BGEZ-313 2021  2 24 16 31 20
 Hyundai   Gray     BLLC-542 2021  2 24 16 31 40
 Honda     White    CLDD-137 2021  2 24 16 32  0
 VW        Silver   BHHF-439 2021  2 24 16 32 20
 M Benz    White    BTUU-457 2021  2 24 16 32 40
 L Rover   Silver   CXGT-687 2021  2 24 16 33  0
 Hyundai   beige    ACMC-158 2021  2 24 16 33 20
 M Benz    Silver   AJKD-668 2021  2 24 16 33 40
 Fiat      Green    BDFN-508 2021  2 24 16 34  0
 Dodge     Silver   BFXT-623 2021  2 24 16 34 20
 Nissan    Black    BGBT-999 2021  2 24 16 34 40
 Jaguar    Red      CZGT-778 2021  2 24 16 35  0
 Ford      White    CJRW-168 2021  2 24 16 35 20
 Ford      Black    CLBJ-156 2021  2 24 16 35 40
 Dodge     beige    BUCH-860 2021  2 24 16 36  0
 Toyota    Black    BTNC-196 2021  2 24 16 36 20
 Mitsub    Blue     BDTT-289 2021  2 24 16 36 40
 Nissan    Red      BNCL-973 2021  2 24 16 37  0
 Nissan    Silver   CJKE-601 2021  2 24 16 37 20
 Mitsub    Silver   CERW-346 2021  2 24 16 37 40
 Dodge     White    BRLG-401 2021  2 24 16 38  0
 GM        beige    AANX-444 2021  2 24 16 38 20
 Volvo     Green    CFGT-866 2021  2 24 16 38 40
 Jaguar    Blue     ALNA-944 2021  2 24 16 39  0
 Volvo     Gray     BLGE-996 2021  2 24 16 39 20
 Mitsub    Gray     BDUH-202 2021  2 24 16 39 40
 Subaru    beige    BFNJ-760 2021  2 24 16 40  0
 VW        beige    AARU-445 2021  2 24 16 40 20
 Hyundai   Silver   BXNC-516 2021  2 24 16 40 40
 Toyota    Gray     BBJZ-508 2021  2 24 16 41  0
 Toyota    Silver   CWBW-949 2021  2 24 16 41 20
 Jaguar    Blue     AFCF-254 2021  2 24 16 41 40
 GM        Black    CZUL-548 2021  2 24 16 42  0
 Mazda     White    CMKU-363 2021  2 24 16 42 20
 Honda     Green    ANWT-832 2021  2 24 16 42 40
 Fiat      Green    BFGM-479 2021  2 24 16 43  0
 Ford      Gray     CDFF-727 2021  2 24 16 43 20
 Ford      Silver   ACTX-306 2021  2 24 16 43 40
 Toyota    Green    BTLF-636 2021  2 24 16 44  0
 Volvo     Gray     CHUZ-609 2021  2 24 16 44 20
 Volvo     beige    CNCU-226 2021  2 24 16 44 40
 Nissan    Green    BCBT-113 2021  2 24 16 45  0
 Fiat      Silver   BHHU-756 2021  2 24 16 45 20
 Nissan    Silver   ADNC-898 2021  2 24 16 45 40
 BMW       Gray     BDBU-247 2021  2 24 16 46  0
 Volvo     beige    BJXD-816 2021  2 24 16 46 20
 Hyundai   White    BDEM-445 2021  2 24 16 46 40
 L Rover   Red      CENT-758 2021  2 24 16 47  0
 Jaguar    beige    BBZH-178 2021  2 24 16 47 20
 VW        Red      BMCN-596 2021  2 24 16 47 40
 Honda     White    CKDN-718 2021  2 24 16 48  0
 Dodge     Gray     CATM-961 2021  2 24 16 48 20
 L Rover   beige    CHDL-641 2021  2 24 16 48 40
 M Benz    Green    BABJ-988 2021  2 24 16 49  0
 Honda     White    AWNW-790 2021  2 24 16 49 20
 Toyota    Gray     BHMZ-966 2021  2 24 16 49 40
 BMW       Red      CCDE-928 2021  2 24 16 50  0
 VW        Black    AUGU-836 2021  2 24 16 50 20
 Toyota    White    AXRC-680 2021  2 24 16 50 40
 Nissan    White    CDAA-468 2021  2 24 16 51  0
 Mazda     Silver   ALGD-665 2021  2 24 16 51 20
 Honda     Silver   BBZA-222 2021  2 24 16 51 40
 Fiat      Black    BTGG-655 2021  2 24 16 52  0
 L Rover   Red      AJZU-250 2021  2 24 16 52 20
 Hyundai   Green    ACZT-567 2021  2 24 16 52 40
 Subaru    White    BCND-900 2021  2 24 16 53  0
 Volvo     Black    CCEH-291 2021  2 24 16 53 20
 GM        Gray     CRFT-853 2021  2 24 16 53 40
 Dodge     White    ATZZ-700 2021  2 24 16 54  0
 GM        White    BRHE-961 2021  2 24 16 54 20
 BMW       Silver   AUUC-225 2021  2 24 16 54 40
 Subaru    Blue     BGTN-351 2021  2 24 16 55  0
 Mazda     Green    AMWT-865 2021  2 24 16 55 20
 Mitsub    White    ABJB-635 2021  2 24 16 55 40
 Dodge     White    BLNC-784 2021  2 24 16 56  0
 BMW       Red      AALT-188 2021  2 24 16 56 20
 Hyundai   Blue     CHTK-344 2021  2 24 16 56 40
 M Benz    White    CMJE-682 2021  2 24 16 57  0
 VW        Silver   CANW-910 2021  2 24 16 57 20
 Jaguar    Green    BXUF-998 2021  2 24 16 57 40
 Honda     White    BTJA-960 2021  2 24 16 58  0
 Volvo     Red      AMFT-611 2021  2 24 16 58 20
 Subaru    Black    ALUN-976 2021  2 24 16 58 40
 Volvo     Red      BETK-207 2021  2 24 16 59  0
 VW        White    CKJN-944 2021  2 24 16 59 20
 L Rover   Green    CBLU-597 2021  2 24 16 59 40
